,name,Eyes,Plumage,Beak,Hat,Clothes,Accessories,trait_n,Eyes_rarity,Plumage_rarity,Beak_rarity,Hat_rarity,Clothes_rarity,Accessories_rarity,mean_trait_rarity,min_trait_rarity,max_trait_rarity
0,Toucan Gang #291,Scar,Regular,Albino,Red Racing Helmet,Yellow Jersey,,5,0.10276679841897234,0.5440488565488566,0.05197505197505198,0.009411330503782987,0.02895991523927247,,0.14743239053718726,0.009411330503782987,0.5440488565488566
0,Toucan Gang #2751,Sleepy,Regular,Gold Open,Cop,,,4,0.11705685618729098,0.5440488565488566,0.010005197505197506,0.02768038383465584,,,0.17469782351900023,0.010005197505197506,0.5440488565488566
0,Toucan Gang #8833,,Regular,Regular,Nindo,Groom,,4,,0.5440488565488566,0.4744022869022869,0.02583502491234545,0.032315027370651596,,0.26915029893353515,0.02583502491234545,0.5440488565488566
0,Toucan Gang #7359,Blind,Regular,Red Macaw,,Mummy,,4,0.09972636059592581,0.5440488565488566,0.05275467775467776,,0.01995408793925481,,0.17912099570967874,0.01995408793925481,0.5440488565488566
0,Toucan Gang #4733,,Snake,Parakeet,Laurel,Lab Coat,,4,,0.015592515592515593,0.0498960498960499,0.029894814541428307,0.027194066749072928,,0.030644361694766684,0.015592515592515593,0.0498960498960499
0,Toucan Gang #5164,Sleepy,Regular,Regular,,Blue Stripes,,4,0.11705685618729098,0.5440488565488566,0.4744022869022869,,0.029136500088292425,,0.2911611249316817,0.029136500088292425,0.5440488565488566
0,Toucan Gang #149,Furious,Zebra,Regular,Cop,Military,,5,0.11675281240498632,0.02053014553014553,0.4744022869022869,0.02768038383465584,0.033551121313791274,,0.1345833499971732,0.02053014553014553,0.4744022869022869
0,Toucan Gang #6170,,Regular,Regular,Gladiator,Detective,,4,,0.5440488565488566,0.4744022869022869,0.02251337885218675,0.032138442521631644,,0.2682757412062405,0.02251337885218675,0.5440488565488566
0,Toucan Gang #6617,,White,Regular,Detective,Gladiator,,4,,0.03755197505197505,0.4744022869022869,0.028972135080273114,0.016952145505915592,,0.13946963563511267,0.016952145505915592,0.4744022869022869
0,Toucan Gang #7734,Robin,Regular,Regular,,Grey Tank Top,,4,0.06688963210702341,0.5440488565488566,0.4744022869022869,,0.028253575843192654,,0.2783985878503399,0.028253575843192654,0.5440488565488566
0,Toucan Gang #7534,,Zombie,Cyborg Open,,,,2,,0.016502079002079003,0.007146569646569647,,,,0.011824324324324325,0.007146569646569647,0.016502079002079003
0,Toucan Gang #4729,Stoner,Regular,Albino,Halo,Pharaoh,,5,0.12100942535725144,0.5440488565488566,0.05197505197505198,0.021406163498800517,0.01642239095885573,,0.15097237766776328,0.01642239095885573,0.5440488565488566
0,Toucan Gang #7842,,Cheetah,Regular,Rasta,,,3,,0.028066528066528068,0.4744022869022869,0.019745340468721166,,,0.1740713851458454,0.019745340468721166,0.4744022869022869
0,Toucan Gang #9866,,Regular,Regular,Military,Doctor,,4,,0.5440488565488566,0.4744022869022869,0.028418527403579995,0.02666431220201307,,0.2683834957641842,0.02666431220201307,0.5440488565488566
0,Toucan Gang #6529,,Parakeet,Albino,Punk,Mummy,,4,,0.04677754677754678,0.05197505197505198,0.028787599188042075,0.01995408793925481,,0.036873571469973915,0.01995408793925481,0.05197505197505198
0,Toucan Gang #3973,Crying,Regular,Rainbow,,Detective,,4,0.11675281240498632,0.5440488565488566,0.02442827442827443,,0.032138442521631644,,0.17934209647593727,0.02442827442827443,0.5440488565488566
0,Toucan Gang #8253,,Zebra,Regular,Flower,Cowboy,,4,,0.02053014553014553,0.4744022869022869,0.026942240265731686,0.027194066749072928,,0.13726718486180925,0.02053014553014553,0.4744022869022869
0,Toucan Gang #6761,,Regular,Regular,,Captain Toucan,Chained,4,,0.5440488565488566,0.4744022869022869,,0.017658484901995408,0.48218029350104824,0.3795724804635468,0.017658484901995408,0.5440488565488566
0,Toucan Gang #1182,,Regular,Diamond,Borsalino,,,3,,0.5440488565488566,0.0242983367983368,0.01919173279202805,,,0.19584630871307382,0.01919173279202805,0.5440488565488566
0,Toucan Gang #4794,,Regular,Regular,Yellow Headband,Black Stripes,,4,,0.5440488565488566,0.4744022869022869,0.026942240265731686,0.027370651598092884,,0.2681910088287421,0.026942240265731686,0.5440488565488566
0,Toucan Gang #713,,Regular,Regular,Gladiator,Lab Coat,,4,,0.5440488565488566,0.4744022869022869,0.02251337885218675,0.027194066749072928,,0.2670396472631008,0.02251337885218675,0.5440488565488566
0,Toucan Gang #1663,,Cockatiel,Albino,Punk,,,3,,0.04054054054054054,0.05197505197505198,0.028787599188042075,,,0.04043439723454487,0.028787599188042075,0.05197505197505198
0,Toucan Gang #198,Sleepy,Regular,Red Devil,,,,3,0.11705685618729098,0.5440488565488566,0.02027027027027027,,,,0.22712532766880597,0.02027027027027027,0.5440488565488566
0,Toucan Gang #5433,,Cheetah,Regular,Top Hat,Toga,,4,,0.028066528066528068,0.4744022869022869,0.02971027864919727,0.027017481900052976,,0.1397991438795163,0.027017481900052976,0.4744022869022869
0,Toucan Gang #7463,Stoner,Regular,Regular,Elvis,Cop,,5,0.12100942535725144,0.5440488565488566,0.4744022869022869,0.028049455619117918,0.02595797280593325,,0.23869359944668922,0.02595797280593325,0.5440488565488566
0,Toucan Gang #6939,,White,Regular,,Detective,,3,,0.03755197505197505,0.4744022869022869,,0.032138442521631644,,0.18136423482529787,0.032138442521631644,0.4744022869022869
0,Toucan Gang #5522,,Regular,Blue Macaw,Unicorn,,,3,,0.5440488565488566,0.05353430353430354,0.019745340468721166,,,0.20577616685062708,0.019745340468721166,0.5440488565488566
0,Toucan Gang #2269,,Regular,Regular,Punk,Toucamon,,4,,0.5440488565488566,0.4744022869022869,0.028787599188042075,0.02843016069221261,,0.26891722583284955,0.02843016069221261,0.5440488565488566
0,Toucan Gang #8312,,Regular,Albino,Elvis,Robin,,4,,0.5440488565488566,0.05197505197505198,0.028049455619117918,0.017658484901995408,,0.16043296226125545,0.017658484901995408,0.5440488565488566
0,Toucan Gang #7438,,Cockatiel,Cockatiel,Doctor,Blue Jersey,,4,,0.04054054054054054,0.04196985446985447,0.02601956080457649,0.02754723644711284,,0.034019298065521085,0.02601956080457649,0.04196985446985447
0,Toucan Gang #1738,,Red Macaw,Parakeet,Chef Hat,Captain Toucan,,4,,0.048466735966735966,0.0498960498960499,0.02472780955895922,0.017658484901995408,,0.03518727008093512,0.017658484901995408,0.0498960498960499
0,Toucan Gang #8487,Sleepy,Regular,Gold,Unicorn,Blue Jersey,,5,0.11705685618729098,0.5440488565488566,0.031185031185031187,0.019745340468721166,0.02754723644711284,,0.14791666416740254,0.019745340468721166,0.5440488565488566
0,Toucan Gang #7198,,Regular,Regular,Sheriff,Military,,4,,0.5440488565488566,0.4744022869022869,0.021775235283262594,0.033551121313791274,,0.2684443750120494,0.021775235283262594,0.5440488565488566
0,Toucan Gang #5002,,Regular,Regular,Crown,Scarf,,4,,0.5440488565488566,0.4744022869022869,0.021406163498800517,0.029136500088292425,,0.26724845175955914,0.021406163498800517,0.5440488565488566
0,Toucan Gang #8007,Furious,Regular,Rainbow Open,Flower Crown,Red Jersey,,5,0.11675281240498632,0.5440488565488566,0.006496881496881497,0.02952574275696623,0.02666431220201307,,0.14469772108194073,0.006496881496881497,0.5440488565488566
0,Toucan Gang #5625,,Regular,Cyborg Open,Top Hat,,,3,,0.5440488565488566,0.007146569646569647,0.02971027864919727,,,0.19363523494820786,0.007146569646569647,0.5440488565488566
0,Toucan Gang #9876,,Red Devil,Red Macaw,Top Hat,Gladiator,,4,,0.017411642411642413,0.05275467775467776,0.02971027864919727,0.016952145505915592,,0.029207186080358258,0.016952145505915592,0.05275467775467776
0,Toucan Gang #6846,,Regular,Regular,Emperor,Samurai,,4,,0.5440488565488566,0.4744022869022869,0.017161837977486622,0.017835069751015363,,0.26336201279491145,0.017161837977486622,0.5440488565488566
0,Toucan Gang #1057,,Regular,Cyborg,Top Hat,Blue Stripes,,4,,0.5440488565488566,0.01988045738045738,0.02971027864919727,0.029136500088292425,,0.15569402316670092,0.01988045738045738,0.5440488565488566
0,Toucan Gang #302,Scar,Parakeet,Rainbow,Rasta,Lumberjack,,5,0.10276679841897234,0.04677754677754678,0.02442827442827443,0.019745340468721166,0.029136500088292425,,0.04457089203636143,0.019745340468721166,0.10276679841897234
0,Toucan Gang #9350,Snake,Regular,Regular,,Scarf,,4,0.09060504712678626,0.5440488565488566,0.4744022869022869,,0.029136500088292425,,0.2845481726665555,0.029136500088292425,0.5440488565488566
0,Toucan Gang #9761,Furious,Regular,Cockatiel Open,Top Hat,,,4,0.11675281240498632,0.5440488565488566,0.012084199584199585,0.02971027864919727,,,0.17564903679680996,0.012084199584199585,0.5440488565488566
0,Toucan Gang #5574,Blind,Albino,Albino,Detective,Blue Tank Top,,5,0.09972636059592581,0.028846153846153848,0.05197505197505198,0.028972135080273114,0.0280769909941727,,0.04751933849831549,0.0280769909941727,0.09972636059592581
0,Toucan Gang #7422,,Regular,Regular,Top Hat,Cowboy,,4,,0.5440488565488566,0.4744022869022869,0.02971027864919727,0.027194066749072928,,0.2688388722123534,0.027194066749072928,0.5440488565488566
0,Toucan Gang #9242,,Blue Macaw,Albino,,Magician,,3,,0.04573804573804574,0.05197505197505198,,0.028783330390252517,,0.04216547603445008,0.028783330390252517,0.05197505197505198
0,Toucan Gang #4826,,Regular,Zombie,,,Chained,3,,0.5440488565488566,0.013903326403326404,,,0.48218029350104824,0.3467108254844104,0.013903326403326404,0.5440488565488566
0,Toucan Gang #5698,Scar,Regular,Regular,Chef Hat,Pirate,Mummy,6,0.10276679841897234,0.5440488565488566,0.4744022869022869,0.02472780955895922,0.02754723644711284,0.5178197064989518,0.2818854490625233,0.02472780955895922,0.5440488565488566
0,Toucan Gang #3637,,Zombie,Red Macaw,,Cop,,3,,0.016502079002079003,0.05275467775467776,,0.02595797280593325,,0.03173824318756333,0.016502079002079003,0.05275467775467776
0,Toucan Gang #8444,Crying,Regular,Regular,Unicorn,Scarf,,5,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.019745340468721166,0.029136500088292425,,0.2368171592826287,0.019745340468721166,0.5440488565488566
0,Toucan Gang #7996,,Parakeet,Diamond,,,,2,,0.04677754677754678,0.0242983367983368,,,,0.03553794178794179,0.0242983367983368,0.04677754677754678
0,Toucan Gang #7776,,Regular,Rainbow,Sushi Chef,Yellow Jersey,,4,,0.5440488565488566,0.02442827442827443,0.026942240265731686,0.02895991523927247,,0.15609482162053379,0.02442827442827443,0.5440488565488566
0,Toucan Gang #8043,Crying,Blue Macaw,Parakeet,Peter Toupan,,,4,0.11675281240498632,0.04573804573804574,0.0498960498960499,0.028972135080273114,,,0.06033976077983876,0.028972135080273114,0.11675281240498632
0,Toucan Gang #6592,,Zebra,Cockatiel Open,,Toucamon,,3,,0.02053014553014553,0.012084199584199585,,0.02843016069221261,,0.02034816860218591,0.012084199584199585,0.02843016069221261
0,Toucan Gang #927,,Regular,Blue Macaw,Cap,Blue Jersey,,4,,0.5440488565488566,0.05353430353430354,0.026573168481269605,0.02754723644711284,,0.16292589125288565,0.026573168481269605,0.5440488565488566
0,Toucan Gang #518,Robin,Regular,Parakeet,,Blue Stripes,,4,0.06688963210702341,0.5440488565488566,0.0498960498960499,,0.029136500088292425,,0.17249275966005556,0.029136500088292425,0.5440488565488566
0,Toucan Gang #3090,Furious,Regular,Red Macaw Open,Captain Toucan,White Tank Top,,5,0.11675281240498632,0.5440488565488566,0.014033264033264034,0.019560804576490128,0.024898463711813527,,0.1438588402550821,0.014033264033264034,0.5440488565488566
0,Toucan Gang #766,Stoner,Regular,Parakeet,,Red Racing Suit,,4,0.12100942535725144,0.5440488565488566,0.0498960498960499,,0.01995408793925481,,0.18372710493535319,0.01995408793925481,0.5440488565488566
0,Toucan Gang #9225,,Regular,Red Macaw,Pharaoh,Pirate,,4,,0.5440488565488566,0.05275467775467776,0.013102048348403764,0.02754723644711284,,0.15936320477476276,0.013102048348403764,0.5440488565488566
0,Toucan Gang #6412,Sleepy,Regular,Regular,Green Racing Helmet,Detective,,5,0.11705685618729098,0.5440488565488566,0.4744022869022869,0.008119579258165713,0.032138442521631644,,0.23515320428364633,0.008119579258165713,0.5440488565488566
0,Toucan Gang #782,Robin,Regular,Albino,Yellow Headband,,,4,0.06688963210702341,0.5440488565488566,0.05197505197505198,0.026942240265731686,,,0.1724639452241659,0.026942240265731686,0.5440488565488566
0,Toucan Gang #5913,,Red Macaw,Regular,,Ninja Suit,Mummy,4,,0.048466735966735966,0.4744022869022869,,0.018541409147095178,0.5178197064989518,0.2648075346287675,0.018541409147095178,0.5178197064989518
0,Toucan Gang #4256,Blind,Regular,Blue Macaw Open,Sushi Chef,,,4,0.09972636059592581,0.5440488565488566,0.011174636174636175,0.026942240265731686,,,0.17047302339628756,0.011174636174636175,0.5440488565488566
0,Toucan Gang #3628,Cyborg,Regular,Diamond,,Lab Coat,,4,0.050775311644876864,0.5440488565488566,0.0242983367983368,,0.027194066749072928,,0.16157914293528577,0.0242983367983368,0.5440488565488566
0,Toucan Gang #3268,Blind,Regular,Regular,,Cowboy,,4,0.09972636059592581,0.5440488565488566,0.4744022869022869,,0.027194066749072928,,0.2863428926990355,0.027194066749072928,0.5440488565488566
0,Toucan Gang #5486,Blind,Rainbow,Regular,,Blue Tank Top,,4,0.09972636059592581,0.017411642411642413,0.4744022869022869,,0.0280769909941727,,0.15490432022600698,0.017411642411642413,0.4744022869022869
0,Toucan Gang #1296,,Regular,Red Devil,,Cop,,3,,0.5440488565488566,0.02027027027027027,,0.02595797280593325,,0.1967590332083534,0.02027027027027027,0.5440488565488566
0,Toucan Gang #7800,,Regular,Parakeet,Sheriff,Cop,,4,,0.5440488565488566,0.0498960498960499,0.021775235283262594,0.02595797280593325,,0.1604195286335256,0.021775235283262594,0.5440488565488566
0,Toucan Gang #6528,,Regular,Regular,Peter Toupan,Fireman,,4,,0.5440488565488566,0.4744022869022869,0.028972135080273114,0.026487727352993113,,0.2684777514711025,0.026487727352993113,0.5440488565488566
0,Toucan Gang #2783,Blind,Regular,Regular,Flower Crown,Purple Jersey,,5,0.09972636059592581,0.5440488565488566,0.4744022869022869,0.02952574275696623,0.028783330390252517,,0.23529731543885757,0.028783330390252517,0.5440488565488566
0,Toucan Gang #1270,,Regular,Parakeet Open,,Polo,,3,,0.5440488565488566,0.009745322245322246,,0.024721878862793572,,0.19283868588565745,0.009745322245322246,0.5440488565488566
0,Toucan Gang #5999,Sleepy,Regular,Diamond Open,Captain Toucan,Ape Costume,,5,0.11705685618729098,0.5440488565488566,0.004937629937629938,0.019560804576490128,0.022249690976514216,,0.14157076764535637,0.004937629937629938,0.5440488565488566
0,Toucan Gang #7536,,Chameleon,Regular,Cap,,,3,,0.036642411642411644,0.4744022869022869,0.026573168481269605,,,0.17920595567532271,0.026573168481269605,0.4744022869022869
0,Toucan Gang #9218,,Regular,Red Macaw Open,,Ninja Suit,,3,,0.5440488565488566,0.014033264033264034,,0.018541409147095178,,0.1922078432430719,0.014033264033264034,0.5440488565488566
0,Toucan Gang #8940,Sleepy,Regular,Alien Open,Cap,Ninja Suit,,5,0.11705685618729098,0.5440488565488566,0.005067567567567568,0.026573168481269605,0.018541409147095178,,0.14225757158641597,0.005067567567567568,0.5440488565488566
0,Toucan Gang #1345,,Regular,Diamond,,Red Racing Suit,,3,,0.5440488565488566,0.0242983367983368,,0.01995408793925481,,0.19610042709548273,0.01995408793925481,0.5440488565488566
0,Toucan Gang #6112,,White,Regular,Detective,,,3,,0.03755197505197505,0.4744022869022869,0.028972135080273114,,,0.18030879901151167,0.028972135080273114,0.4744022869022869
0,Toucan Gang #655,Stoner,Zebra,Regular,Pharaoh,Grey Tank Top,,5,0.12100942535725144,0.02053014553014553,0.4744022869022869,0.013102048348403764,0.028253575843192654,,0.13145949639625606,0.013102048348403764,0.4744022869022869
0,Toucan Gang #8744,Scar,Regular,Zombie Open,Sheriff,,,4,0.10276679841897234,0.5440488565488566,0.002728690228690229,0.021775235283262594,,,0.16782989511994545,0.002728690228690229,0.5440488565488566
0,Toucan Gang #2233,,Cheetah,Regular,Magician,Doctor,,4,,0.028066528066528068,0.4744022869022869,0.019560804576490128,0.02666431220201307,,0.13717348293682954,0.019560804576490128,0.4744022869022869
0,Toucan Gang #3033,,Zebra,Regular,Halo,Dalton,,4,,0.02053014553014553,0.4744022869022869,0.021406163498800517,0.028783330390252517,,0.13628048158037137,0.02053014553014553,0.4744022869022869
0,Toucan Gang #6526,Crying,Regular,Regular,Cowboy,,,4,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.028418527403579995,,,0.2909056208149275,0.028418527403579995,0.5440488565488566
0,Toucan Gang #1915,Cyborg,Regular,Regular,,Dalton,,4,0.050775311644876864,0.5440488565488566,0.4744022869022869,,0.028783330390252517,,0.27450244637156823,0.028783330390252517,0.5440488565488566
0,Toucan Gang #1048,,Regular,Cockatiel,Borsalino,Magician,,4,,0.5440488565488566,0.04196985446985447,0.01919173279202805,0.028783330390252517,,0.1584984435502479,0.01919173279202805,0.5440488565488566
0,Toucan Gang #3787,,Cyborg,Regular,,Pirate,,3,,0.013773388773388774,0.4744022869022869,,0.02754723644711284,,0.17190763737426284,0.013773388773388774,0.4744022869022869
0,Toucan Gang #5973,Scar,Chameleon,Regular,,Blue Jersey,,4,0.10276679841897234,0.036642411642411644,0.4744022869022869,,0.02754723644711284,,0.16033968335269594,0.02754723644711284,0.4744022869022869
0,Toucan Gang #7937,Scar,Regular,Parakeet,Cop,Mummy,,5,0.10276679841897234,0.5440488565488566,0.0498960498960499,0.02768038383465584,0.01995408793925481,,0.1488692353275579,0.01995408793925481,0.5440488565488566
0,Toucan Gang #5371,Scar,Regular,Regular,Gladiator,,,4,0.10276679841897234,0.5440488565488566,0.4744022869022869,0.02251337885218675,,,0.28593283018057564,0.02251337885218675,0.5440488565488566
0,Toucan Gang #504,Laser,Regular,Regular,Rasta,,,4,0.07236242018850715,0.5440488565488566,0.4744022869022869,0.019745340468721166,,,0.27763972602709297,0.019745340468721166,0.5440488565488566
0,Toucan Gang #3101,Crying,Regular,Regular,Cowboy,Groom,,5,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.028418527403579995,0.032315027370651596,,0.23918750212607232,0.028418527403579995,0.5440488565488566
0,Toucan Gang #4739,Robin,Blue Macaw,Diamond,Sushi Chef,Toga,,5,0.06688963210702341,0.04573804573804574,0.0242983367983368,0.026942240265731686,0.027017481900052976,,0.038177147361838124,0.0242983367983368,0.06688963210702341
0,Toucan Gang #7392,Cyborg,Red Macaw,Regular Open,Cap,,,4,0.050775311644876864,0.048466735966735966,0.027936590436590438,0.026573168481269605,,,0.03843795163236822,0.026573168481269605,0.050775311644876864
0,Toucan Gang #4023,Blind,Regular,Red Macaw Open,Military,Scarf,,5,0.09972636059592581,0.5440488565488566,0.014033264033264034,0.028418527403579995,0.029136500088292425,,0.14307270173398373,0.014033264033264034,0.5440488565488566
0,Toucan Gang #1869,,Rainbow,Regular,Pirate,,,3,,0.017411642411642413,0.4744022869022869,0.01900719689979701,,,0.17027370873790879,0.017411642411642413,0.4744022869022869
0,Toucan Gang #6897,,Regular,Red Macaw,,Captain Toucan,,3,,0.5440488565488566,0.05275467775467776,,0.017658484901995408,,0.20482067306850993,0.017658484901995408,0.5440488565488566
0,Toucan Gang #383,,Skeleton,Regular,Blue Headband,,,3,,0.0010395010395010396,0.4744022869022869,0.028049455619117918,,,0.16783041452030192,0.0010395010395010396,0.4744022869022869
0,Toucan Gang #6410,,Regular,Regular,Unicorn,Scarf,,4,,0.5440488565488566,0.4744022869022869,0.019745340468721166,0.029136500088292425,,0.2668332460020393,0.019745340468721166,0.5440488565488566
0,Toucan Gang #1790,Laser,Tiger,Regular Open,Chef Hat,,,4,0.07236242018850715,0.0204002079002079,0.027936590436590438,0.02472780955895922,,,0.03635675702106618,0.0204002079002079,0.07236242018850715
0,Toucan Gang #9480,,Regular,Regular,Toucamon,Black Stripes,,4,,0.5440488565488566,0.4744022869022869,0.026573168481269605,0.027370651598092884,,0.26809874088262653,0.026573168481269605,0.5440488565488566
0,Toucan Gang #9325,,Regular,Blue Macaw,,Blue Jersey,,3,,0.5440488565488566,0.05353430353430354,,0.02754723644711284,,0.20837679884342433,0.02754723644711284,0.5440488565488566
0,Toucan Gang #483,,Regular,Regular,Crown,Black Stripes,,4,,0.5440488565488566,0.4744022869022869,0.021406163498800517,0.027370651598092884,,0.2668069896370093,0.021406163498800517,0.5440488565488566
0,Toucan Gang #2239,,Regular,Regular Open,Unicorn,,,3,,0.5440488565488566,0.027936590436590438,0.019745340468721166,,,0.19724359581805606,0.019745340468721166,0.5440488565488566
0,Toucan Gang #5935,,Regular,Cockatiel,Detective,,,3,,0.5440488565488566,0.04196985446985447,0.028972135080273114,,,0.20499694869966137,0.028972135080273114,0.5440488565488566
0,Toucan Gang #7977,,Rainbow,Regular,Devil Horns,,,3,,0.017411642411642413,0.4744022869022869,0.023436058313341945,,,0.1717499958757571,0.017411642411642413,0.4744022869022869
0,Toucan Gang #7326,,Alien,Albino,,Groom,,3,,0.008575883575883576,0.05197505197505198,,0.032315027370651596,,0.030955320973862385,0.008575883575883576,0.05197505197505198
0,Toucan Gang #5713,Blind,Albino,Regular,Flower Crown,Green Racing Suit,,5,0.09972636059592581,0.028846153846153848,0.4744022869022869,0.02952574275696623,0.021896521278474308,,0.1308794130759614,0.021896521278474308,0.4744022869022869
0,Toucan Gang #7593,Furious,Chameleon,Regular,,Dalton,,4,0.11675281240498632,0.036642411642411644,0.4744022869022869,,0.028783330390252517,,0.16414521033498436,0.028783330390252517,0.4744022869022869
0,Toucan Gang #7591,,Regular,Regular,Viking,Samurai,,4,,0.5440488565488566,0.4744022869022869,0.017899981546410777,0.017835069751015363,,0.26354654868714245,0.017835069751015363,0.5440488565488566
0,Toucan Gang #3649,Sleepy,Regular,Rainbow,Red Headband,Magician,,5,0.11705685618729098,0.5440488565488566,0.02442827442827443,0.025281417235652335,0.028783330390252517,,0.14791974695806537,0.02442827442827443,0.5440488565488566
0,Toucan Gang #265,,Red Macaw,Parakeet,Borsalino,Dalton,,4,,0.048466735966735966,0.0498960498960499,0.01919173279202805,0.028783330390252517,,0.03658446226126661,0.01919173279202805,0.0498960498960499
0,Toucan Gang #6177,,Regular,Parakeet,Magician,Magician,,4,,0.5440488565488566,0.0498960498960499,0.019560804576490128,0.028783330390252517,,0.16057226035291228,0.019560804576490128,0.5440488565488566
0,Toucan Gang #3723,,Tiger,Regular,Yellow Headband,,,3,,0.0204002079002079,0.4744022869022869,0.026942240265731686,,,0.17391491168940884,0.0204002079002079,0.4744022869022869
0,Toucan Gang #6720,Robin,Regular,Zombie,Cop,Green Racing Suit,,5,0.06688963210702341,0.5440488565488566,0.013903326403326404,0.02768038383465584,0.021896521278474308,,0.1348837440344673,0.013903326403326404,0.5440488565488566
0,Toucan Gang #2375,,Regular,Regular,Sheriff,Groom,,4,,0.5440488565488566,0.4744022869022869,0.021775235283262594,0.032315027370651596,,0.26813535152626444,0.021775235283262594,0.5440488565488566
0,Toucan Gang #1314,Crying,Regular,Regular,Captain Toucan,,,4,0.11675281240498632,0.5440488565488566,0.4744022869022869,0.019560804576490128,,,0.288691190108155,0.019560804576490128,0.5440488565488566
0,Toucan Gang #7928,,Snake,Regular,,Groom,,3,,0.015592515592515593,0.4744022869022869,,0.032315027370651596,,0.17410327662181804,0.015592515592515593,0.4744022869022869
0,Toucan Gang #1091,,Regular,Albino Open,,Blue Tank Top,,3,,0.5440488565488566,0.010524948024948026,,0.0280769909941727,,0.19421693185599245,0.010524948024948026,0.5440488565488566
0,Toucan Gang #7506,Crying,Chameleon,Regular,Elvis,Military,Mummy,6,0.11675281240498632,0.036642411642411644,0.4744022869022869,0.028049455619117918,0.033551121313791274,0.5178197064989518,0.20120296573025764,0.028049455619117918,0.5178197064989518
0,Toucan Gang #9447,,Regular,Regular,Detective,Blue Stripes,Chained,5,,0.5440488565488566,0.4744022869022869,0.028972135080273114,0.029136500088292425,0.48218029350104824,0.31174801442415145,0.028972135080273114,0.5440488565488566
0,Toucan Gang #3792,,Parakeet,Rainbow,Military,Cop,Mummy,5,,0.04677754677754678,0.02442827442827443,0.028418527403579995,0.02595797280593325,0.5178197064989518,0.12868040558285726,0.02442827442827443,0.5178197064989518
0,Toucan Gang #2803,Devil,Blue Macaw,Regular,Detective,Scarf,Chained,6,0.04530252356339313,0.04573804573804574,0.4744022869022869,0.028972135080273114,0.029136500088292425,0.48218029350104824,0.18428863081222324,0.028972135080273114,0.48218029350104824
0,Toucan Gang #2616,,Gold,Red Macaw,Banana,,,3,,0.012084199584199585,0.05275467775467776,0.026204096696807528,,,0.030347658011894957,0.012084199584199585,0.05275467775467776
0,Toucan Gang #393,,Zombie,Regular,,Detective,,3,,0.016502079002079003,0.4744022869022869,,0.032138442521631644,,0.17434760280866587,0.016502079002079003,0.4744022869022869
0,Toucan Gang #2789,,Regular,Regular,Green Racing Helmet,Black Stripes,,4,,0.5440488565488566,0.4744022869022869,0.008119579258165713,0.027370651598092884,,0.26348534357685055,0.008119579258165713,0.5440488565488566
0,Toucan Gang #6506,Cyborg,Regular,Parakeet,Cowboy,Doctor,,5,0.050775311644876864,0.5440488565488566,0.0498960498960499,0.028418527403579995,0.02666431220201307,,0.13996061153907527,0.02666431220201307,0.5440488565488566
0,Toucan Gang #2246,,Red Macaw,Cyborg,Elvis,Blue Tank Top,,4,,0.048466735966735966,0.01988045738045738,0.028049455619117918,0.0280769909941727,,0.03111840999012099,0.01988045738045738,0.048466735966735966
0,Toucan Gang #9623,,Regular,Albino Open,Party Hat,,,3,,0.5440488565488566,0.010524948024948026,0.028233991511348956,,,0.19426926536171787,0.010524948024948026,0.5440488565488566
0,Toucan Gang #888,Laser,Cheetah,Parakeet,,Nindo,,4,0.07236242018850715,0.028066528066528068,0.0498960498960499,,0.02984283948437224,,0.045041959408864345,0.028066528066528068,0.07236242018850715
0,Toucan Gang #9235,,Parakeet,Red Macaw,Blue Headband,Scarf,,4,,0.04677754677754678,0.05275467775467776,0.028049455619117918,0.029136500088292425,,0.03917954505990873,0.028049455619117918,0.05275467775467776
0,Toucan Gang #273,,Red Devil,Rainbow,,Nindo,,3,,0.017411642411642413,0.02442827442827443,,0.02984283948437224,,0.02389425210809636,0.017411642411642413,0.02984283948437224
0,Toucan Gang #9200,,Red Macaw,Regular,Cowboy,White Tank Top,,4,,0.048466735966735966,0.4744022869022869,0.028418527403579995,0.024898463711813527,,0.1440465034961041,0.024898463711813527,0.4744022869022869
0,Toucan Gang #6725,,Snake,Parakeet,Toucamon,Cop,,4,,0.015592515592515593,0.0498960498960499,0.026573168481269605,0.02595797280593325,,0.029504926693942085,0.015592515592515593,0.0498960498960499
0,Toucan Gang #9124,Crying,Regular,Diamond,Sushi Chef,Dalton,,5,0.11675281240498632,0.5440488565488566,0.0242983367983368,0.026942240265731686,0.028783330390252517,,0.1481651152816328,0.0242983367983368,0.5440488565488566
0,Toucan Gang #5001,Sleepy,Regular,Rainbow,,Polo,,4,0.11705685618729098,0.5440488565488566,0.02442827442827443,,0.024721878862793572,,0.1775639665068039,0.02442827442827443,0.5440488565488566
0,Toucan Gang #7870,,Regular,Parakeet,,,,2,,0.5440488565488566,0.0498960498960499,,,,0.29697245322245325,0.0498960498960499,0.5440488565488566
0,Toucan Gang #8534,,Blue Macaw,Red Devil,Detective,Military,,4,,0.04573804573804574,0.02027027027027027,0.028972135080273114,0.033551121313791274,,0.0321328931005951,0.02027027027027027,0.04573804573804574
